longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,median_house_value
-118.49,34.16,37,3333,488,1171,485,6.4958,479598.8,<1H OCEAN,,500001
-121.28,37.92,30,1061,230,851,195,2.4412,76604,INLAND,,61600
-118.39,34.14,34,4624,781,1572,719,6.5533,468184.73,<1H OCEAN,,500001
-121.36,38.04,4,2477,359,1234,377,5.5427,169905,INLAND,,162100
-117.08,33.23,14,3337,571,1385,512,4.15,260960,<1H OCEAN,,272200
-121.88,39.74,12,14631,3298,7517,3262,1.6785,132249,INLAND,,153100
-118.15,34.19,48,1854,360,1126,382,3.2216,174971,<1H OCEAN,,161600
-117.93,33.85,25,1026,288,1646,283,4.2019,168545,<1H OCEAN,,163900
-117.95,33.89,17,1665,247,755,254,6.5764,334683.01,<1H OCEAN,,349000
-118.97,35.37,34,1379,333,1156,315,1.7197,51213,INLAND,,48900
-117.98,33.83,32,1133,166,523,187,6.213,239734,<1H OCEAN,,230800
-119.68,36.32,28,1325,276,873,240,2.5833,59361,INLAND,,54400
-118.3,34.05,51,1005,314,1227,306,2.4297,187220.01,<1H OCEAN,,162500
-119.05,34.19,39,143,36,113,33,2.8942,261182.05,NEAR OCEAN,,275000
-121.36,38.15,42,2051,334,878,318,4.3553,164916,INLAND,,185700
-116.96,32.8,19,4574,1152,3045,1057,2.065,124053,<1H OCEAN,,124100
-121.44,38.57,52,3080,545,975,495,3.776,158477,INLAND,,164500
-118.2,33.79,47,2549,626,1388,606,3.0135,195361,NEAR OCEAN,,192700
-120.85,37.75,26,28,4,9,5,1.625,167523.05,INLAND,,85000
-117.24,32.8,19,1863,497,868,503,2.288,202557,NEAR OCEAN,,210000
-122.7,38.23,47,2090,387,1053,377,3.5673,279875,<1H OCEAN,,310300
-121.91,37.23,27,4866,668,1956,659,7.3843,402888.06,<1H OCEAN,,405000
-118.03,33.82,17,2178,477,1077,457,3.6815,230692,<1H OCEAN,,245300
-121.38,38.61,34,2888,496,1168,479,3.6053,142409,INLAND,,148600
-121,37.62,28,1153,420,1043,357,1.0801,76490,INLAND,,75000
-119.82,36.78,36,1370,289,812,282,2.6127,70142,INLAND,,69600
-117.74,33.61,17,2116,474,662,443,3.5625,208094.01,<1H OCEAN,,180800
-118.42,34.02,26,2664,842,1745,789,3.4269,315912,<1H OCEAN,,301900
-120.59,35.12,27,3055,677,1407,610,2.1702,172774,<1H OCEAN,,179700
-116.9,33.65,15,652,149,248,97,2.1071,99660,INLAND,,93800
-118.28,34.07,41,1072,331,1111,314,1.9233,190736,<1H OCEAN,,207100
-116.95,32.76,13,5543,857,2074,737,4.9528,253106,<1H OCEAN,,266200
-118.44,34.15,44,1778,251,641,251,10.0549,500001,<1H OCEAN,,500001
-118.09,33.98,39,936,194,691,211,3.6875,170032,<1H OCEAN,,169500
-118.43,34.2,29,3051,694,1942,679,3.1118,231078,<1H OCEAN,,238100
-122,37.98,32,1013,169,436,173,5.1118,218657,INLAND,,226900
-117.13,33.15,16,3907,671,1759,663,3.1776,168498,<1H OCEAN,,172600
-118.12,33.88,25,1768,559,983,488,2.6184,223567,<1H OCEAN,,243800
-117.22,33.66,12,1869,356,1007,323,3.125,133149,<1H OCEAN,,117200
-117.96,33.88,25,3578,461,1588,466,6.2556,321817,<1H OCEAN,,341300
-122.31,37.93,39,2505,371,872,345,5.3433,295795.01,NEAR BAY,,286500
-118.36,34.08,52,2373,601,1135,576,3.1765,261477.01,<1H OCEAN,,225000
-122.14,37.38,26,2859,343,951,336,10.4277,500001,NEAR BAY,,500001
-122.11,37.7,23,1689,461,828,443,2.1552,177943,NEAR BAY,,161400
-118.01,33.81,18,5238,1083,3032,1065,4.4583,196902,<1H OCEAN,,190100
-117.92,33.74,18,1639,491,2513,458,2.1838,161188,<1H OCEAN,,159700
-118.11,34.02,17,9559,1911,5279,1844,5.1515,299640.02,<1H OCEAN,,318900
-122.46,37.71,44,364,102,339,98,2.483,236870.03,NEAR OCEAN,,214300
-117.98,33.78,22,4255,971,2901,920,3.2636,184905,<1H OCEAN,,180200
-119.69,34.41,44,1208,357,603,297,2.6103,399539.01,<1H OCEAN,,500000
-122.48,37.75,52,2074,401,1136,409,4.7703,327030.01,NEAR BAY,,331000
-122.14,37.36,23,11294,1377,3840,1367,12.1387,500001,NEAR BAY,,500001
-120.5,37.3,29,1572,456,1697,429,1.76,68899,INLAND,,63200
-118.41,34.26,38,870,205,1065,222,2.5313,139061,<1H OCEAN,,136100
-121.43,38.66,35,1814,367,1076,372,2.7179,87805,INLAND,,81100
-118.38,34.14,42,1253,225,492,224,7.7112,422816.2,<1H OCEAN,,386700
-118.33,34.03,39,2840,826,1911,688,1.9018,139315,<1H OCEAN,,137500
-118.32,33.95,43,3819,708,1505,712,3.1719,179040,<1H OCEAN,,183500
-117.24,32.8,30,1917,462,828,437,2.4671,256183,NEAR OCEAN,,276300
-118.15,34.06,28,3855,922,2517,874,3.505,220460,<1H OCEAN,,204300
-118.41,34.25,18,3447,857,3663,817,3.2284,169265,<1H OCEAN,,157100
-117.08,32.73,19,2935,763,1953,720,1.4254,112680,NEAR OCEAN,,111300
-122.43,37.73,52,1583,347,935,341,4.6786,264370,NEAR BAY,,263200
-117.21,33.13,15,1889,368,754,409,2.2278,146724,NEAR OCEAN,,132800
-121.63,39.14,39,1874,411,822,377,2.5038,75320,INLAND,,68300
-117.66,34.12,16,3853,541,1726,497,6.1195,240381,INLAND,,251100
-120.17,39.32,14,2421,489,1000,354,3.5652,127153,INLAND,,119800
-121.86,40.77,17,2816,639,1027,406,2.503,78740,INLAND,,65600
-119.82,34.44,16,1414,463,793,439,3.6034,202949.01,NEAR OCEAN,,150000
-118.06,33.8,21,2196,504,1215,477,4.8,202281,<1H OCEAN,,196900
-121.99,37.33,33,2023,425,1016,405,3.9417,281496,<1H OCEAN,,285800
-122.42,37.73,50,3426,769,2261,671,2.888,255370,NEAR BAY,,246400
-121.14,38.84,22,2750,433,1161,428,4.2143,219146,INLAND,,236500
-122.04,38.26,34,3082,702,1795,703,2.7885,109420,INLAND,,105900
-121.79,38,34,3090,593,1588,566,3.6118,131376,INLAND,,124700
-121.21,38.76,16,1608,296,792,286,3.1583,206811,INLAND,,239200
-117.92,33.89,12,1859,393,622,316,5.0258,192883,<1H OCEAN,,161800
-118.19,34.65,33,1781,326,913,314,3.9963,134597,INLAND,,126800
-124.13,40.79,29,2474,453,1130,427,2.8833,85391,NEAR OCEAN,,83000
-122.4,37.8,52,2094,568,920,503,4.2015,412143.2,NEAR BAY,,412500
-118.19,33.81,23,954,390,804,373,2.5833,177446,NEAR OCEAN,,181300
-121.89,39.76,15,10265,1860,4591,1906,3.07,132979,INLAND,,142600
-121.46,38.56,52,1750,372,764,369,2.9191,113868,INLAND,,111800
-122.02,38.27,20,2237,464,1169,425,3.2115,107268,INLAND,,99100
-119.31,36.32,44,2032,308,791,336,4.0298,110267,INLAND,,109000
-120.63,38.73,11,4577,836,1944,700,4.0675,145284,INLAND,,140200
-116.94,33.73,17,5160,851,2344,781,3.7175,122407,INLAND,,120000
-119.06,35.32,15,3944,746,2355,757,3.569,76900,INLAND,,70700
-115.55,32.8,23,666,142,580,160,2.1136,64349.99,INLAND,,61000
-118.22,34.67,28,2357,408,1162,384,4.3636,171636,INLAND,,179700
-122.42,37.73,35,1791,322,988,304,4.5769,262624,NEAR BAY,,254500
-118.53,34.2,33,3270,818,2118,763,3.225,210959,<1H OCEAN,,205300
-121.32,37.98,37,3247,643,1737,665,3.066,104229,INLAND,,94100
-118.01,33.96,36,1805,288,882,308,5.3054,260639,<1H OCEAN,,273500
-118.18,34.12,52,1081,311,904,283,1.9219,169532.01,<1H OCEAN,,165100
-122.21,37.46,40,1777,207,577,207,15.0001,500001,NEAR OCEAN,,500001
-121.88,37.68,23,2234,270,854,286,7.333,321607,INLAND,,337200
-117.64,34.05,32,1129,251,1378,268,3.0057,103016,INLAND,,96900
-117.81,34.12,23,7063,1176,3100,1112,4.8229,202399,INLAND,,192600
-121.43,38.63,43,1009,225,604,218,1.6641,69481,INLAND,,67000
-117.86,33.88,19,1621,328,871,322,3.7361,203394,<1H OCEAN,,201400
-122.08,37.61,26,2261,443,1039,395,3.7931,208559,NEAR BAY,,203900
-121.84,38.65,29,3167,548,1554,534,4.3487,184734,INLAND,,200700
-118.21,33.89,39,1565,364,1389,360,2.7443,116954,<1H OCEAN,,113900
-119.18,36.4,39,1730,310,899,309,2.6648,106219,INLAND,,129200
-122.04,37.67,18,3000,419,1155,415,6.8233,337588.01,NEAR BAY,,332600
-118.32,34.1,43,1615,734,1460,644,1.4005,206547,<1H OCEAN,,193800
-121.98,38.05,31,2810,518,1640,503,3.3661,103384,INLAND,,98500
-122.01,36.97,43,2162,509,1208,464,2.5417,251850,NEAR OCEAN,,260900
-121.78,38.69,31,2547,535,1579,509,2.6774,95530,INLAND,,95800
-118.18,33.86,39,2925,732,1702,642,2.375,163190,<1H OCEAN,,160800
-118.14,33.97,36,1407,385,1763,350,2.6364,156667,<1H OCEAN,,150000
-117.97,33.73,18,3698,574,2046,614,6.2984,268166,<1H OCEAN,,269800
-117.95,33.9,15,3057,479,1679,498,6.8429,359990,<1H OCEAN,,372600
-118.06,34.08,42,1988,402,1239,402,3.2569,201271,<1H OCEAN,,201500
-117,32.67,16,2238,307,1002,303,6.6143,277906.01,NEAR OCEAN,,264100
-122.41,37.66,40,1294,308,1177,301,3.6667,228334,NEAR OCEAN,,218800
-117.99,33.72,17,2801,649,1473,535,4.2875,158481,<1H OCEAN,,134800
-117.08,32.63,28,2080,427,1266,434,2.2788,136518,NEAR OCEAN,,146300
-118.09,34.08,42,1003,236,769,231,3.1607,207931,<1H OCEAN,,218300
-122.36,37.94,41,2591,585,1638,462,1.822,85569,NEAR BAY,,79700
-119.09,36.35,21,3146,595,1580,513,2.7857,89004,INLAND,,92700
-118.07,33.88,17,2407,539,1422,524,4.2619,156848,<1H OCEAN,,139700
-117.74,34.03,27,3623,809,3712,754,3.4609,133329,INLAND,,123300
-121.88,37.36,42,2087,402,1342,423,4.2149,207445,<1H OCEAN,,199000
-117.88,34,21,5459,1086,3394,1087,3.6308,191383,<1H OCEAN,,192100
-118.32,33.88,35,1818,339,828,319,4.3036,274946,<1H OCEAN,,282100
-118.39,34.09,41,730,126,230,125,4.3214,451291.64,<1H OCEAN,,500001
-122.24,37.49,38,4105,950,2561,909,3.8684,283866.01,NEAR OCEAN,,265600
-122.41,37.74,43,1663,330,935,335,4.1552,248239,NEAR BAY,,240900
-117.78,33.88,16,1800,238,871,234,6.6678,295008,<1H OCEAN,,301900
-121.77,37.33,9,3160,468,1675,470,7.5443,356915.02,<1H OCEAN,,348400
-121.82,37.36,33,1624,337,1412,323,4.0385,166486,<1H OCEAN,,167600
-117.81,33.82,22,2898,335,1057,324,10.8111,496107.9,<1H OCEAN,,500001
-118.06,34.16,46,1467,298,816,267,3.6705,278745,INLAND,,286500
-121.57,39.1,28,1442,333,832,286,1.8413,61849,INLAND,,62300
-118.55,34.19,36,978,170,475,192,4.675,223948,<1H OCEAN,,222500
-118.22,33.81,41,726,166,602,183,3.7885,167626,NEAR OCEAN,,156900
-122.24,37.48,40,4459,1027,2080,982,3.5322,332234.01,NEAR OCEAN,,361900
-117.53,34.06,18,5605,1303,4028,1145,2.9386,117118,INLAND,,116400
-118.99,37.63,10,7744,1573,483,224,3.2917,217494,INLAND,,231800
-118.17,34.18,44,1401,246,607,271,2.8472,207699,<1H OCEAN,,218800
-116.98,32.88,12,7320,1279,4048,1249,4.3952,159926,<1H OCEAN,,151700
-119.77,36.75,39,1287,332,1386,306,1.5227,48866,INLAND,,46900
-117.67,33.46,18,1679,271,783,257,5.3999,295335.02,<1H OCEAN,,300000
-118.37,34.08,52,2946,695,1258,650,3.9783,403305.21,<1H OCEAN,,374100
-117.57,34.02,5,6933,1311,3845,1285,4.6727,162163,INLAND,,158900
-117.45,33.94,12,3539,869,1987,859,2.1023,107847,INLAND,,103700
-121.97,37.28,25,4707,695,1995,642,6.6437,313861.04,<1H OCEAN,,296100
-117.25,32.74,36,1830,430,755,419,2.9904,286844,NEAR OCEAN,,286800
-122.42,37.8,52,2657,772,1014,685,4.038,490387.85,NEAR BAY,,500001
-121.38,38.68,40,67,17,50,32,1.7596,101548.01,INLAND,,93800
-122.45,37.74,52,1596,276,642,273,4.375,327565,NEAR BAY,,349500
-118.32,34.05,42,3343,1183,3480,1146,1.9923,265262,<1H OCEAN,,250000
-122.21,37.78,46,2239,508,1390,569,2.7352,138625,NEAR BAY,,137300
-121.3,38.04,8,2668,447,1713,444,4.0156,121975,INLAND,,117600
-122.41,37.78,52,1014,422,1055,382,1.8519,105606,NEAR BAY,,32500
-117.27,34.48,8,1794,276,690,271,3.662,148186,INLAND,,165300
-122.28,38.34,44,1066,190,416,174,3.6389,241888,NEAR BAY,,304000
-122.56,38.03,34,1887,290,815,283,6.5249,351159.05,NEAR BAY,,324800
-121.85,38.43,2,790,135,235,87,5.0862,179498,INLAND,,166500
-117.89,33.89,17,1671,192,678,206,13.1107,475331.27,<1H OCEAN,,467600
-121.27,37.56,31,1223,330,1067,245,2.8558,102415,INLAND,,100000
-117.91,33.76,22,7531,1569,5254,1523,3.8506,175872,<1H OCEAN,,167400
-122.25,37.51,45,989,174,504,180,4.8382,304297,NEAR OCEAN,,289400
-118.16,33.78,33,2048,585,2074,597,2.0156,150830,NEAR OCEAN,,152700
-118.39,34,35,1465,386,1104,345,4.056,326529,<1H OCEAN,,339100
-117.81,34.1,19,1935,399,1126,389,3.8929,152444,INLAND,,144600
-122.68,41.15,32,817,206,224,89,3.631,93114,INLAND,,90400
-118.4,34.25,13,1872,497,1927,432,2.2019,142368,<1H OCEAN,,134200
-117.84,33.81,26,5574,1025,2607,988,4.0324,237761,<1H OCEAN,,244900
-122.17,37.76,40,1685,343,949,342,1.8426,93822,NEAR BAY,,94800
-117.62,33.42,27,1005,266,460,243,3.1029,209811.02,NEAR OCEAN,,190600
-121.5,38.57,41,1124,344,807,316,1.4712,92763,INLAND,,94600
-117.98,33.72,24,2826,547,1738,546,6.0494,247940,<1H OCEAN,,240400
-118.16,34.18,48,568,145,559,135,2.4135,141803,<1H OCEAN,,135700
-118.46,34.07,42,2564,460,913,414,9.2225,500001,<1H OCEAN,,500001
-117.36,34.1,29,2819,637,1683,608,2.3205,89514,INLAND,,87600
-116.93,33.93,13,7804,1594,3297,1469,2.0549,95083,INLAND,,95600
-122.32,37.93,40,3056,489,1103,481,5.1067,254550,NEAR BAY,,247300
-117.65,34.09,46,1214,281,701,294,2.7083,117840,INLAND,,116300
-122.45,37.64,19,6326,1025,3444,984,6.2498,367245.03,NEAR OCEAN,,353300
-117.14,32.75,35,1391,329,726,317,2.6818,155234,NEAR OCEAN,,159400
-119.07,35.35,24,4119,865,1294,879,2.4123,84451,INLAND,,86200
-117.67,33.6,25,3164,449,1517,453,6.7921,278353.01,<1H OCEAN,,266000
-117.96,33.82,32,2856,622,1499,601,3.63,193157,<1H OCEAN,,183400
-118,33.89,35,1065,176,574,171,5.0384,197189,<1H OCEAN,,200800
-122.08,37.34,23,2597,335,922,338,10.5142,500001,<1H OCEAN,,500001
-121.47,38.63,29,2197,520,1374,483,2.1889,77103,INLAND,,69300
-117.14,34.05,5,2634,359,1173,372,6.746,236543,INLAND,,204100
-118.3,34.09,36,2332,993,3155,927,2.2612,243302,<1H OCEAN,,230400
-117.88,33.84,26,1499,290,755,277,3.5893,227192,<1H OCEAN,,238500
-122.02,37.32,27,4336,754,2009,734,6.3923,342155.02,<1H OCEAN,,348300
-118.54,34.21,32,2593,566,1596,547,3.9886,210501,<1H OCEAN,,199200
-121.42,38.53,36,1581,288,832,291,3.4083,84430,INLAND,,71800
-118.99,35.38,26,1317,374,1025,304,1.4024,51068,INLAND,,51000
-118.28,34.11,52,2036,348,775,332,5.4122,393496.04,<1H OCEAN,,397500
-121.9,36.59,42,2689,510,1023,459,4.6182,308097.01,NEAR OCEAN,,301000
-118.14,33.75,39,1995,634,867,567,4.0795,424063.22,NEAR OCEAN,,400000
-121.82,37.98,13,3995,605,1969,607,5.0164,169746,INLAND,,165200
-122.49,41.43,19,3689,644,1544,566,3.125,81640,INLAND,,76100
-119.31,34.7,19,961,218,479,138,3.3438,144632,INLAND,,156300
-118.04,33.96,42,1430,338,1269,321,3.3214,156468,<1H OCEAN,,148800
-119.09,36.42,15,1517,361,1275,343,1.5875,57879,INLAND,,55800
-120.89,35.37,29,2046,588,846,410,1.65,218488.02,NEAR OCEAN,,227300
-117.11,32.95,11,4694,824,2223,783,4.9485,230869,<1H OCEAN,,231800
-118.06,34.15,37,1980,226,697,226,15.0001,498242.96,INLAND,,500001
-117.25,32.78,36,1527,427,710,312,2.7857,277938,NEAR OCEAN,,291700
-121.95,36.6,32,3152,504,793,426,7.1198,469150.24,NEAR OCEAN,,469900
-118.36,33.81,34,2211,502,1113,488,4.7026,352243,<1H OCEAN,,356800
-118.45,34.16,22,4982,1358,2237,1220,3.7105,305785,<1H OCEAN,,272600
-118.41,34.28,32,2574,531,2609,472,3.7566,156388,<1H OCEAN,,146700
-117.66,34.02,12,5616,871,3019,782,5.5425,199332,INLAND,,202300
-122.46,37.71,52,1580,337,1425,330,4.0547,241025,NEAR OCEAN,,246200
-121.27,37.98,43,2608,516,1322,528,2.5714,81282,INLAND,,70000
-117.22,32.95,4,18123,3173,7301,2964,6.357,330291,NEAR OCEAN,,322500
-122.01,37.35,16,3716,916,1551,759,4.5,295415.03,<1H OCEAN,,323600
-122.28,41.38,15,5266,1031,2147,885,2.8036,111485,INLAND,,110100
-118.56,34.2,36,1544,308,891,286,4.175,203820,<1H OCEAN,,190900
-122.26,37.77,52,1670,350,793,299,2.9732,251176,NEAR BAY,,282100
-117.12,32.75,15,2671,724,1800,646,2.1394,109965,NEAR OCEAN,,106700
-119.98,37.43,12,2776,592,1236,489,2.5551,104229,INLAND,,105000
-122.23,40.17,21,1401,331,651,299,2.225,69686,INLAND,,64700
-117.86,33.91,16,2889,423,1227,401,6.4514,281064,<1H OCEAN,,270800
-118.29,34.11,30,2774,570,1076,580,5.296,414893.59,<1H OCEAN,,500001
-118.52,34.46,5,15341,2527,7270,2320,6.1281,259618.03,<1H OCEAN,,236200
-122.08,37.15,23,506,96,264,89,7.1366,312293.1,NEAR OCEAN,,273900
-117.51,33.97,35,352,62,184,57,3.6691,144934,INLAND,,137500
-118.14,33.87,44,1661,315,985,319,4.3942,213246,<1H OCEAN,,219500
-118.45,34.16,33,2544,500,1035,492,4.475,316668,<1H OCEAN,,314800
-119.6,37.29,13,1722,325,712,269,2.625,126294,INLAND,,137500
-118.24,34.16,52,850,162,493,160,6.9408,345189.15,<1H OCEAN,,298800
-122.36,40.68,28,1745,379,1011,370,2.0391,62940,INLAND,,59800
-118.1,34.15,32,978,227,543,211,3.0096,204905,INLAND,,199000
-122.24,37.85,52,2612,365,901,367,7.2354,380045,NEAR BAY,,391100
-117.37,34.1,10,3404,855,1656,675,1.6977,90737,INLAND,,91300
-121.37,38.55,21,2713,432,1287,440,4.5815,136120,INLAND,,125500
-117.53,33.69,6,454,102,213,43,10.9704,475063.12,<1H OCEAN,,483300
-118.12,33.79,41,1762,314,738,300,4.1687,240670,<1H OCEAN,,240700
-118.2,34.04,36,1625,490,2003,478,2.181,144387,<1H OCEAN,,147200
-117.29,34.57,22,1054,239,428,239,1.2548,70074.99,INLAND,,68300
-121.36,38.01,16,1080,166,507,182,4.5278,165996,INLAND,,166900
-118.45,34.21,30,2331,733,2172,707,2.1888,189999,<1H OCEAN,,195600
-117.97,33.84,35,793,128,589,137,5.25,194679,<1H OCEAN,,190200
-117.85,33.85,17,4678,1065,2427,1020,4.2276,242083,<1H OCEAN,,254100
-119.57,36.1,37,1676,316,707,274,2.0595,62730,INLAND,,60700
-117.68,34.07,24,2626,692,2204,647,1.7806,124254,INLAND,,135000
-117.14,32.7,40,1227,330,1199,316,1.2188,90526,NEAR OCEAN,,92500
-122.02,36.96,52,775,305,1054,305,2.0172,149870,NEAR OCEAN,,112500
-120.16,39.01,16,1463,264,54,26,4.975,192266,INLAND,,206300
-122.14,37.67,37,3156,534,1495,543,4.8125,196098,NEAR BAY,,188300
-122.15,37.47,38,1560,301,1331,316,3.0521,163863,NEAR BAY,,151500
-117.85,33.92,11,3331,410,1460,416,8.0287,372332.02,<1H OCEAN,,371800
-117.9,33.77,35,2002,378,1726,387,3.9613,182039,<1H OCEAN,,182300
-118.27,34.15,25,3018,806,2205,742,3.0199,223941,<1H OCEAN,,220200
-121.37,38.63,37,494,86,253,99,4.8194,153869,INLAND,,141100
-120.28,38.07,13,1996,410,618,218,2.9083,113723,INLAND,,104600
-122.24,37.79,47,1372,395,1237,303,2.125,105265,NEAR BAY,,95500
-118.16,33.94,25,3341,789,1685,751,3.6936,232758,<1H OCEAN,,238300
-121.78,38.66,18,4224,632,1907,641,4.8226,146685,INLAND,,139900
-122.79,38.5,18,4839,918,2755,841,3.75,230486,<1H OCEAN,,248300
-124.3,41.8,19,2672,552,1298,478,1.9797,84177,NEAR OCEAN,,85800
-122.87,39.13,15,1927,427,810,321,1.6369,85860,INLAND,,86500
-117.07,32.79,25,2489,314,911,309,7.8336,315328.04,NEAR OCEAN,,277600
-122.34,40.32,12,3848,689,2008,683,2.6352,92035,INLAND,,92200
-117.81,33.89,13,3252,583,1546,557,5.8243,294678,<1H OCEAN,,297900
-122.18,37.89,18,4845,735,1634,734,8.1489,468244.01,NEAR BAY,,499000
-120.57,35.18,16,5209,917,2284,809,4.0403,305365.01,<1H OCEAN,,346100
-118.26,34,27,1611,479,1457,458,0.8941,107273,<1H OCEAN,,91900
-118.54,34.22,35,1664,300,1000,309,4.6731,217957,<1H OCEAN,,224100
-121.59,39.78,16,2754,570,1063,543,1.4048,85226,INLAND,,86500
-118.06,34.1,38,3229,636,1599,609,3.8646,265424.01,<1H OCEAN,,257100
-119.04,35.31,11,2161,371,1267,388,4.1957,96663,INLAND,,92700
-118.23,33.95,42,705,173,739,140,0.9166,97267,<1H OCEAN,,99000
-117.97,33.73,19,4154,560,2130,589,7.2845,317754,<1H OCEAN,,301800
-120.64,37.38,21,3157,637,2268,620,2.567,80311,INLAND,,70400
-119.59,37.39,19,3273,611,1164,481,3.5446,111813,INLAND,,106500
-121.32,38.56,18,1169,186,614,192,4.5766,131400,INLAND,,108700
-118.01,33.82,31,1960,380,1356,356,4.0625,211720,<1H OCEAN,,225900
-122.5,37.77,52,2739,569,1312,531,3.5833,333222,NEAR BAY,,322900
-118.15,34.19,47,1717,314,868,295,3.6094,190377,<1H OCEAN,,160700
-118.13,33.89,29,2823,737,1723,678,2.7121,174257,<1H OCEAN,,165500
-118.47,34.02,38,2163,651,1759,584,2.3382,303411,<1H OCEAN,,297500
-118.23,34.11,35,4148,971,3220,892,3.3389,195468,<1H OCEAN,,187100
-122.45,37.78,52,3975,716,1515,691,5.0156,477377.8,NEAR BAY,,500001
-120.93,39.17,13,2331,464,1110,419,3.6563,160929,INLAND,,164900
-122.46,37.78,52,4140,984,2030,892,3.4236,404199.14,NEAR BAY,,376800
-122.05,37.37,27,3885,661,1537,606,6.6085,352241.05,<1H OCEAN,,344700
-122.24,37.77,52,1711,386,885,373,3.6417,208986,NEAR BAY,,206300
-119.75,36.75,50,1515,294,852,297,1.9955,57125,INLAND,,54200
-122.12,37.39,34,3561,497,1336,501,8.9172,496703.96,NEAR BAY,,500001
-117.33,34.04,18,1837,388,727,336,2.5187,116222,INLAND,,116700
-119.72,37.46,13,1999,375,750,308,2.875,101332,INLAND,,96000
-121.63,38.67,34,431,85,391,77,2.625,185962,INLAND,,225000
-121.45,38.5,25,3033,665,1559,627,2.7101,105148,INLAND,,99500
-117.65,34.13,24,2121,296,913,302,5.9328,233052,INLAND,,255900
-118.87,34.18,21,5661,1369,3188,1308,3.4676,228887,<1H OCEAN,,212800
-122,37.99,28,4035,641,1881,659,5.4607,197530.01,INLAND,,192300
-122.36,37.93,44,1891,449,1047,432,1.7727,85534,NEAR BAY,,86100
-118.21,33.82,45,455,92,394,89,4.9562,185943.02,NEAR OCEAN,,165700
-122.85,38.52,13,4808,848,2568,762,3.6583,192817,<1H OCEAN,,183200
-118.08,34.01,33,1091,233,890,226,2.7679,169846,<1H OCEAN,,176400
-118.16,34.08,43,1523,378,1338,352,3.2031,160278,<1H OCEAN,,144600
-118.33,34.2,23,7179,1985,4757,1924,3.1051,212890,<1H OCEAN,,206500
-121.7,38.54,13,6819,1158,2828,1115,4.6225,216380,INLAND,,226500
-117.81,33.75,23,3498,636,1574,642,5.021,248600,<1H OCEAN,,252200
-118.04,34.06,39,1258,245,988,228,3.2132,172561,<1H OCEAN,,176100
-120.08,36.79,38,1446,285,928,255,2.9808,84693,INLAND,,89600
-123.75,39.37,16,1377,296,830,279,3.25,161857,<1H OCEAN,,151400
-122.6,38.24,16,2621,416,1247,386,4.8603,205518,<1H OCEAN,,198400
-117.23,34.15,17,5036,817,2084,833,4.6445,142245,INLAND,,137200
-118.28,33.77,47,307,69,374,65,2.9063,158943,<1H OCEAN,,146900
-118.3,34.07,26,2107,757,2660,740,2.3375,262335.01,<1H OCEAN,,282300
-122.33,37.57,20,2126,643,1112,597,3.625,293045,NEAR OCEAN,,283300
-117.27,34.45,8,6463,1095,3213,1031,3.2215,108680,INLAND,,108800
-119.72,34.77,35,2469,553,1168,427,2.4583,115786,<1H OCEAN,,62100
-118.12,33.93,27,580,143,466,133,3.0909,186006,<1H OCEAN,,187500
-120.68,35.48,15,2608,525,1351,502,2.7798,191501,<1H OCEAN,,205800
-121.88,37.35,52,1704,418,1336,411,2.8167,189464,<1H OCEAN,,183500
-122,38.37,18,1048,185,469,162,3.625,132179,INLAND,,125000
-122.79,39.08,23,952,200,321,128,1.5208,87163,INLAND,,89000
-116.99,33.75,18,9601,2401,4002,2106,1.4366,82718,INLAND,,77000
-117.7,33.61,16,2371,725,1738,686,3.6484,286113,<1H OCEAN,,322600
-118.36,34.12,26,3902,610,1468,632,8.5136,479910.73,<1H OCEAN,,500001
-122,37.35,20,4304,851,2059,835,5.1674,321504,<1H OCEAN,,333000
-117.81,33.66,16,1414,191,635,230,10.0757,412749.16,<1H OCEAN,,383900
-122.03,37.93,21,4712,624,1773,615,6.0918,327281,NEAR BAY,,344800
-118.27,33.92,35,1818,374,1444,372,2.745,109866,<1H OCEAN,,106800
-122.36,37.56,32,4684,540,1512,511,15.0001,500001,NEAR OCEAN,,500001
-122.1,37.97,18,4326,655,1753,646,5.6931,263915.02,NEAR BAY,,269600
-122.22,38.07,4,15654,2394,7025,2168,5.8171,234419,NEAR BAY,,225200
-117.3,34.52,34,4493,838,2335,779,3.1635,82179,INLAND,,74300
-117.22,32.82,22,3738,795,1476,728,3.7963,279910,NEAR OCEAN,,303100
-117.95,33.84,32,1378,492,1202,448,3.4028,183753,<1H OCEAN,,183700
-118.51,34.03,37,4072,905,1468,923,3.8571,476705.68,<1H OCEAN,,500001
-121.3,38.69,21,6575,1105,3358,1098,4.0739,128188,INLAND,,115400
-122.27,37.88,52,2803,930,1372,876,2.1907,255214,NEAR BAY,,271400
-118.21,34.56,12,2472,408,1048,380,4.7097,235856,INLAND,,262100
-121.83,37.24,23,2543,388,1297,385,5.9164,255842,<1H OCEAN,,237400
-117.36,33.92,7,9376,1181,3570,1107,8.5326,323575,INLAND,,315200
-117.87,33.6,20,3212,572,1064,526,6.6155,422878.59,<1H OCEAN,,500001
-119.68,36.62,31,834,229,616,211,1.6602,59092,INLAND,,61200
-119.21,36.38,18,2158,413,1461,395,2.0216,60025,INLAND,,58000
-118.06,34.58,36,1493,258,899,260,3.86,122451,INLAND,,109300
